6.65521e-06 -0
1.77629e-05 0.00040008
3.52628e-05 0.00080032
4.80519e-05 0.00120072
8.59122e-05 0.00160128
8.93313e-05 0.002002
9.10283e-05 0.00240288
0.000126045 0.00280393
0.000137571 0.00320513
0.000152831 0.0036065
0.000153824 0.00400802
0.000168253 0.00440971
0.000175706 0.00481156
0.000192611 0.00521357
0.000201871 0.00561574
0.000205639 0.00601807
0.000255812 0.00642057
0.000266923 0.00682323
0.000268569 0.00722605
0.000287367 0.00762903
0.000294033 0.00803217
0.000306271 0.00843548
0.000310069 0.00883895
0.000312595 0.00924258
0.000336452 0.00964638
0.000352317 0.0100503
0.000385777 0.0104545
0.00039717 0.0108587
0.000456281 0.0112632
0.000464119 0.0116678
0.000473951 0.0120726
0.00049308 0.0124775
0.000495268 0.0128826
0.000527326 0.0132879
0.000528271 0.0136933
0.000534331 0.0140989
0.000538537 0.0145047
0.000540858 0.0149106
0.000557313 0.0153167
0.000599624 0.015723
0.000606477 0.0161294
0.000624949 0.016536
0.000626195 0.0169427
0.000637503 0.0173496
0.000663518 0.0177567
0.000669959 0.018164
0.00068025 0.0185714
0.000812429 0.018979
0.000898207 0.0193867
0.000934996 0.0197946
0.000996535 0.0202027
0.00108623 0.020611
0.00109585 0.0210194
0.00109606 0.0214279
0.00109831 0.0218367
0.00110023 0.0222456
0.00111523 0.0226547
0.0012048 0.0230639
0.00123537 0.0234734
0.00125032 0.0238829
0.00128393 0.0242927
0.00137474 0.0247026
0.00137937 0.0251127
0.00140914 0.025523
0.00143205 0.0259334
0.0014413 0.026344
0.00144825 0.0267547
0.00146251 0.0271657
0.00146946 0.0275768
0.00147705 0.027988
0.00148016 0.0283995
0.00150302 0.0288111
0.00151122 0.0292229
0.00153563 0.0296348
0.00154398 0.0300469
0.00159547 0.0304592
0.00161155 0.0308717
0.00163118 0.0312843
0.00164549 0.0316971
0.00166308 0.0321101
0.0017144 0.0325232
0.00172442 0.0329365
0.00174041 0.03335
0.00175009 0.0337636
0.00175111 0.0341775
0.00176646 0.0345914
0.00177421 0.0350056
0.00180024 0.0354199
0.00180755 0.0358345
0.00181589 0.0362491
0.00183213 0.036664
0.00185128 0.037079
0.00188142 0.0374942
0.00188811 0.0379096
0.00190516 0.0383251
0.00196645 0.0387408
0.00196964 0.0391567
0.00198306 0.0395728
0.00198655 0.039989
0.00203744 0.0404054
0.00204698 0.040822
0.00204818 0.0412387
0.00205715 0.0416557
0.00208611 0.0420728
0.00211588 0.0424901
0.00212439 0.0429075
0.00214246 0.0433251
0.00214677 0.0437429
0.0021554 0.0441609
0.00218576 0.044579
0.00223415 0.0449974
0.00224466 0.0454159
0.00225775 0.0458345
0.00227211 0.0462534
0.00231709 0.0466724
0.00233404 0.0470916
0.00235279 0.047511
0.00241838 0.0479305
0.0024428 0.0483503
0.00250852 0.0487702
0.00253156 0.0491902
0.0025576 0.0496105
0.0025635 0.0500309
0.00259122 0.0504515
0.00259824 0.0508723
0.00262782 0.0512933
0.00263176 0.0517144
0.00265397 0.0521358
0.00267142 0.0525573
0.00270084 0.0529789
0.00270996 0.0534008
0.0027827 0.0538228
0.00278506 0.054245
0.00281249 0.0546674
0.00281677 0.05509
0.00282443 0.0555127
0.00283672 0.0559356
0.0028455 0.0563587
0.00285976 0.056782
0.00286201 0.0572055
0.00286873 0.0576291
0.00288825 0.0580529
0.00292853 0.0584769
0.0029359 0.0589011
0.0029582 0.0593255
0.00299082 0.05975
0.00299644 0.0601747
0.00301898 0.0605996
0.00302854 0.0610247
0.00303237 0.06145
0.00303568 0.0618754
0.00304583 0.062301
0.00304784 0.0627268
0.00304809 0.0631528
0.0030538 0.063579
0.00312526 0.0640053
0.00316324 0.0644319
0.00317054 0.0648586
0.00317265 0.0652855
0.00325698 0.0657125
0.00326705 0.0661398
0.00327307 0.0665672
0.00328642 0.0669949
0.00329736 0.0674227
0.00331773 0.0678507
0.00333946 0.0682788
0.00334053 0.0687072
0.00338836 0.0691357
0.00339834 0.0695645
0.00340755 0.0699934
0.00350855 0.0704225
0.00351995 0.0708517
0.00352654 0.0712812
0.00352907 0.0717108
0.0036015 0.0721407
0.00360424 0.0725707
0.00365591 0.0730009
0.00369346 0.0734313
0.00370101 0.0738618
0.00370552 0.0742926
0.00372546 0.0747235
0.00372987 0.0751547
0.00374346 0.075586
0.00376733 0.0760175
0.00379 0.0764492
0.00397131 0.076881
0.00397779 0.0773131
0.00399946 0.0777453
0.00401107 0.0781778
0.00403263 0.0786104
0.00405348 0.0790432
0.00405363 0.0794762
0.00409094 0.0799094
0.00413635 0.0803428
0.00414717 0.0807763
0.00416036 0.0812101
0.00417625 0.081644
0.00418023 0.0820781
