2500 21.9663 0
1250 21.7192 0.175235
833 22.5765 0.843158
625 22.1173 0.565318
500 22.8536 1.65676
416 22.3052 0.610622
357 22.4321 1.03858
312 22.6762 1.18772
277 23.2357 2.00091
250 22.8318 1.57638
227 22.3312 1.14567
208 22.7156 1.53547
192 22.7312 1.19149
178 23.1371 1.64824
166 23.0785 1.81237
156 23.2378 1.42659
138 23.0683 2.18421
125 24.0293 2.22504
