0.900178 0.910964
5.32494 5.41389
0.00210624 0.0021434
0.795345 0.877684
0.583084 0.614379
7.43451 7.88539
0.195678 0.205498
1.26445 1.31822
0.314304 0.314979
1.24005 1.28309
1.32799 1.4731
0.174971 0.175948
0.670668 0.697105
0.0956189 0.101529
0.644064 0.65262
0.446918 0.465104
0.37555 0.379402
0.516058 0.521399
3.52581 3.71128
1.19627 1.24967
0.0720856 0.0751312
0.86341 0.883912
3.03321 3.23273
0.0653265 0.0672313
4.90772 5.04069
0.168687 0.179171
0.487721 0.518725
23.2417 24.2519
0.435576 0.462947
0.0112862 0.0113058
0.184372 0.186246
0.881918 0.935253
0.405127 0.40659
1.56162 1.88114
0.943276 0.983799
25.2741 25.5563
6.71349 7.2543
3.14558 3.52032
0.293296 0.318258
3.31519 3.82692
0.898972 0.907517
1.00103 1.02651
3.69486 3.72352
0.0591739 0.0593538
4.75182 4.79345
0.273682 0.278654
1.02345 1.09095
0.399055 0.417623
0.416521 0.459402
0.556388 0.590319
0.974418 0.988258
1.32739 1.363
0.363069 0.366578
0.642388 0.689011
0.918155 0.959302
1.46565 1.53465
0.235118 0.252111
5.08071 5.1395
1.0873 1.12543
0.856711 0.86174
0.567053 0.642959
1.80139 1.84094
9.17414 9.36265
3.4651 3.55562
3.16232 3.37401
1.48755 1.53664
0.221012 0.23594
0.171091 0.172075
0.264377 0.265872
1.26464 1.34204
0.217423 0.238038
2.10637 2.11885
0.746573 0.802534
2.0213 2.03393
0.165491 0.181085
2.99406 2.99948
2.69062 2.90223
0.131182 0.132397
1.07936 1.18207
135.683 136.354
0.375174 0.377396
0.751945 0.764145
12.1072 12.9787
0.679716 0.700323
0.566592 0.568066
2.51565 2.75611
1.87865 1.92752
0.421681 0.431544
2.81653 3.15781
66.5347 69.2086
1.13428 1.19898
0.704766 0.709597
2.8329 2.98455
0.426012 0.44506
9.97989 9.98374
3.67912 3.9506
0.957117 0.985382
0.754803 0.773944
0.236152 0.247406
0.0438925 0.044874
4.81917 4.82154
2.10377 2.23782
1.55204 1.58731
0.228506 0.229701
2.50263 2.541
1.10989 1.14691
0.780791 0.838753
0.0170553 0.0176494
0.461314 0.520539
1.0969 1.11656
0.308153 0.309032
0.203737 0.233238
0.0156659 0.0157365
1.38134 1.43321
1.52045 1.59845
2.07429 2.31633
2.77208 2.83443
0.119359 0.134743
0.751972 0.770513
0.634179 0.670324
0.0930529 0.101416
1.43981 1.47956
0.754467 0.769514
0.387793 0.389733
0.109423 0.110167
0.0448212 0.0466373
0.910432 0.919663
0.187285 0.190207
0.861355 0.926742
0.637376 0.665535
0.247892 0.256742
